Item Name,URL
A Very Good Farmer,https://pillarsofeternity.fandom.com/wiki/A_Very_Good_Farmer
A Whale of a Wand,https://pillarsofeternity.fandom.com/wiki/A_Whale_of_a_Wand
Aamiina's Legacy,https://pillarsofeternity.fandom.com/wiki/Aamiina%27s_Legacy
Abraham,https://pillarsofeternity.fandom.com/wiki/Abraham
Acina's Tricorn,https://pillarsofeternity.fandom.com/wiki/Acina%27s_Tricorn
Acolyte's Frostbite,https://pillarsofeternity.fandom.com/wiki/Acolyte%27s_Frostbite
Acorn Helm (Deadfire),https://pillarsofeternity.fandom.com/wiki/Acorn_Helm_(Deadfire)
Adra Ban (Deadfire),https://pillarsofeternity.fandom.com/wiki/Adra_Ban_(Deadfire)
The Adra Pearl,https://pillarsofeternity.fandom.com/wiki/The_Adra_Pearl
Advanced Wistful Stargazing,https://pillarsofeternity.fandom.com/wiki/Advanced_Wistful_Stargazing
Adventurer's Grimoire,https://pillarsofeternity.fandom.com/wiki/Adventurer%27s_Grimoire
Aedyr Channel Gun,https://pillarsofeternity.fandom.com/wiki/Aedyr_Channel_Gun
Aedyran Hull Treatment,https://pillarsofeternity.fandom.com/wiki/Aedyran_Hull_Treatment
Aedyre Clothing (Deadfire),https://pillarsofeternity.fandom.com/wiki/Aedyre_Clothing_(Deadfire)
Aegor's Swift Touch,https://pillarsofeternity.fandom.com/wiki/Aegor%27s_Swift_Touch
Aenalys' Key,https://pillarsofeternity.fandom.com/wiki/Aenalys%27_Key
"Against Aesthetics, or, An Examination of the Motivations of Storytellers, Poets, and Other Con Artists","https://pillarsofeternity.fandom.com/wiki/Against_Aesthetics,_or,_An_Examination_of_the_Motivations_of_Storytellers,_Poets,_and_Other_Con_Artists"
Agate (Deadfire),https://pillarsofeternity.fandom.com/wiki/Agate_(Deadfire)
Aged Shark Meat,https://pillarsofeternity.fandom.com/wiki/Aged_Shark_Meat
Aim'Spirente,https://pillarsofeternity.fandom.com/wiki/Aim%27Spirente
Ajamuut's Stalking Cloak,https://pillarsofeternity.fandom.com/wiki/Ajamuut%27s_Stalking_Cloak
Akola's Apex Ward,https://pillarsofeternity.fandom.com/wiki/Akola%27s_Apex_Ward
Akumu's Spare Room Key,https://pillarsofeternity.fandom.com/wiki/Akumu%27s_Spare_Room_Key
Alchemical Charge,https://pillarsofeternity.fandom.com/wiki/Alchemical_Charge
The Alchemy of Imp Spray,https://pillarsofeternity.fandom.com/wiki/The_Alchemy_of_Imp_Spray
Aldris Blade of Captain Crow,https://pillarsofeternity.fandom.com/wiki/Aldris_Blade_of_Captain_Crow
Ale (Deadfire),https://pillarsofeternity.fandom.com/wiki/Ale_(Deadfire)
Algol,https://pillarsofeternity.fandom.com/wiki/Algol
Aloth's Grimoire (Deadfire),https://pillarsofeternity.fandom.com/wiki/Aloth%27s_Grimoire_(Deadfire)
Aloth's Leather Armor (Deadfire),https://pillarsofeternity.fandom.com/wiki/Aloth%27s_Leather_Armor_(Deadfire)
Alvari's Key,https://pillarsofeternity.fandom.com/wiki/Alvari%27s_Key
Amaliorra,https://pillarsofeternity.fandom.com/wiki/Amaliorra
Amanita,https://pillarsofeternity.fandom.com/wiki/Amanita
The Amazing and Truly Incredible Instant Potion Belt,https://pillarsofeternity.fandom.com/wiki/The_Amazing_and_Truly_Incredible_Instant_Potion_Belt
Amber,https://pillarsofeternity.fandom.com/wiki/Amber
Amira's Wing,https://pillarsofeternity.fandom.com/wiki/Amira%27s_Wing
Amra,https://pillarsofeternity.fandom.com/wiki/Amra
Amulet of Clear Skies,https://pillarsofeternity.fandom.com/wiki/Amulet_of_Clear_Skies
Amulet of Greater Health,https://pillarsofeternity.fandom.com/wiki/Amulet_of_Greater_Health
Amulet of Health (Deadfire),https://pillarsofeternity.fandom.com/wiki/Amulet_of_Health_(Deadfire)
An Anatomical Sketch,https://pillarsofeternity.fandom.com/wiki/An_Anatomical_Sketch
An Assignment for Fassina,https://pillarsofeternity.fandom.com/wiki/An_Assignment_for_Fassina
An Infested Almanac of Crop Rotation,https://pillarsofeternity.fandom.com/wiki/An_Infested_Almanac_of_Crop_Rotation
Anatomical Dissection Notes,https://pillarsofeternity.fandom.com/wiki/Anatomical_Dissection_Notes
Ancient Tablet,https://pillarsofeternity.fandom.com/wiki/Ancient_Tablet
Angfor's Journal,https://pillarsofeternity.fandom.com/wiki/Angfor%27s_Journal
Animancer's Energy Blade,https://pillarsofeternity.fandom.com/wiki/Animancer%27s_Energy_Blade
Animancer's Hat,https://pillarsofeternity.fandom.com/wiki/Animancer%27s_Hat
Animancy Cat,https://pillarsofeternity.fandom.com/wiki/Animancy_Cat
"The Annals of Llengrath, Volume I of V","https://pillarsofeternity.fandom.com/wiki/The_Annals_of_Llengrath,_Volume_I_of_V"
"The Annals of Llengrath, Volume II of V","https://pillarsofeternity.fandom.com/wiki/The_Annals_of_Llengrath,_Volume_II_of_V"
"The Annals of Llengrath, Volume III of V","https://pillarsofeternity.fandom.com/wiki/The_Annals_of_Llengrath,_Volume_III_of_V"
"The Annals of Llengrath, Volume IV of V","https://pillarsofeternity.fandom.com/wiki/The_Annals_of_Llengrath,_Volume_IV_of_V"
"The Annals of Llengrath, Volume V of V","https://pillarsofeternity.fandom.com/wiki/The_Annals_of_Llengrath,_Volume_V_of_V"
Antidote,https://pillarsofeternity.fandom.com/wiki/Antidote
Antiseptic Cream,https://pillarsofeternity.fandom.com/wiki/Antiseptic_Cream
Antler,https://pillarsofeternity.fandom.com/wiki/Antler
Apothecary's Gloves,https://pillarsofeternity.fandom.com/wiki/Apothecary%27s_Gloves
Aquamarine,https://pillarsofeternity.fandom.com/wiki/Aquamarine
Arbalest (Deadfire),https://pillarsofeternity.fandom.com/wiki/Arbalest_(Deadfire)
Arcane Lanterns,https://pillarsofeternity.fandom.com/wiki/Arcane_Lanterns
Arcanist's Balm,https://pillarsofeternity.fandom.com/wiki/Arcanist%27s_Balm
Aretezzo's Cane,https://pillarsofeternity.fandom.com/wiki/Aretezzo%27s_Cane
Arkemyr's Grimoire,https://pillarsofeternity.fandom.com/wiki/Arkemyr%27s_Grimoire
Arkemyr's Illuminating Discoveries,https://pillarsofeternity.fandom.com/wiki/Arkemyr%27s_Illuminating_Discoveries
Arkemyr's Manor Key,https://pillarsofeternity.fandom.com/wiki/Arkemyr%27s_Manor_Key
Arkemyr's Missive,https://pillarsofeternity.fandom.com/wiki/Arkemyr%27s_Missive
Arkemyr's Notes,https://pillarsofeternity.fandom.com/wiki/Arkemyr%27s_Notes
Arkemyr's Old Robe,https://pillarsofeternity.fandom.com/wiki/Arkemyr%27s_Old_Robe
Armor Invoice,https://pillarsofeternity.fandom.com/wiki/Armor_Invoice
Arquebus (Deadfire),https://pillarsofeternity.fandom.com/wiki/Arquebus_(Deadfire)
Arrack,https://pillarsofeternity.fandom.com/wiki/Arrack
Artillerist's Manual,https://pillarsofeternity.fandom.com/wiki/Artillerist%27s_Manual
Ashen Key,https://pillarsofeternity.fandom.com/wiki/Ashen_Key
Atlas,https://pillarsofeternity.fandom.com/wiki/Atlas
Audr's Letter,https://pillarsofeternity.fandom.com/wiki/Audr%27s_Letter
Aumaua Skull,https://pillarsofeternity.fandom.com/wiki/Aumaua_Skull
Avetta's Seal,https://pillarsofeternity.fandom.com/wiki/Avetta%27s_Seal
Awakened Adra (Deadfire),https://pillarsofeternity.fandom.com/wiki/Awakened_Adra_(Deadfire)
Awakened Root (Deadfire),https://pillarsofeternity.fandom.com/wiki/Awakened_Root_(Deadfire)
Awakened Wood (Deadfire),https://pillarsofeternity.fandom.com/wiki/Awakened_Wood_(Deadfire)
Azure Blade,https://pillarsofeternity.fandom.com/wiki/Azure_Blade
Baby Boar,https://pillarsofeternity.fandom.com/wiki/Baby_Boar
Badrwn's Cover,https://pillarsofeternity.fandom.com/wiki/Badrwn%27s_Cover
Ball and Chain,https://pillarsofeternity.fandom.com/wiki/Ball_and_Chain
Bardatto Hull,https://pillarsofeternity.fandom.com/wiki/Bardatto_Hull
Bardatto's Luxury,https://pillarsofeternity.fandom.com/wiki/Bardatto%27s_Luxury
Bark String,https://pillarsofeternity.fandom.com/wiki/Bark_String
Bathing Attire,https://pillarsofeternity.fandom.com/wiki/Bathing_Attire
Battered Dog Figurine,https://pillarsofeternity.fandom.com/wiki/Battered_Dog_Figurine
Battle Axe (Deadfire),https://pillarsofeternity.fandom.com/wiki/Battle_Axe_(Deadfire)
Battle Axe (Spiritual Weapon),https://pillarsofeternity.fandom.com/wiki/Battle_Axe_(Spiritual_Weapon)
Battle-worn Grimoire (Deadfire),https://pillarsofeternity.fandom.com/wiki/Battle-worn_Grimoire_(Deadfire)
Baubles of the Fin,https://pillarsofeternity.fandom.com/wiki/Baubles_of_the_Fin
Beakhead,https://pillarsofeternity.fandom.com/wiki/Beakhead
Bear Claw Trap,https://pillarsofeternity.fandom.com/wiki/Bear_Claw_Trap
Bear Cub,https://pillarsofeternity.fandom.com/wiki/Bear_Cub
Beina's Head,https://pillarsofeternity.fandom.com/wiki/Beina%27s_Head
Bekarna's Celestial Grimoire,https://pillarsofeternity.fandom.com/wiki/Bekarna%27s_Celestial_Grimoire
Bekarna's Celestial Grimoire (quest item),https://pillarsofeternity.fandom.com/wiki/Bekarna%27s_Celestial_Grimoire_(quest_item)
Bekarna's Depleted Grimoire,https://pillarsofeternity.fandom.com/wiki/Bekarna%27s_Depleted_Grimoire
Bekarna's Research,https://pillarsofeternity.fandom.com/wiki/Bekarna%27s_Research
Beloved Knight Doll,https://pillarsofeternity.fandom.com/wiki/Beloved_Knight_Doll
Belt of Magran's Chosen,https://pillarsofeternity.fandom.com/wiki/Belt_of_Magran%27s_Chosen
Berath's Bell (Deadfire),https://pillarsofeternity.fandom.com/wiki/Berath%27s_Bell_(Deadfire)
Berath's Black Bell,https://pillarsofeternity.fandom.com/wiki/Berath%27s_Black_Bell
Berath's Throwing Bones,https://pillarsofeternity.fandom.com/wiki/Berath%27s_Throwing_Bones
Bernhard,https://pillarsofeternity.fandom.com/wiki/Bernhard
Bertenno's Suolenet,https://pillarsofeternity.fandom.com/wiki/Bertenno%27s_Suolenet
Betrayal,https://pillarsofeternity.fandom.com/wiki/Betrayal
Beza's Pages,https://pillarsofeternity.fandom.com/wiki/Beza%27s_Pages
Beza's Toothed Blade,https://pillarsofeternity.fandom.com/wiki/Beza%27s_Toothed_Blade
Binding Copper (Deadfire),https://pillarsofeternity.fandom.com/wiki/Binding_Copper_(Deadfire)
Bipara's Grimoire,https://pillarsofeternity.fandom.com/wiki/Bipara%27s_Grimoire
Birdshit Hull,https://pillarsofeternity.fandom.com/wiki/Birdshit_Hull
Birdshit Sails,https://pillarsofeternity.fandom.com/wiki/Birdshit_Sails
Black Isle Bastards Flag,https://pillarsofeternity.fandom.com/wiki/Black_Isle_Bastards_Flag
Black Isle Bastards Logbook,https://pillarsofeternity.fandom.com/wiki/Black_Isle_Bastards_Logbook
Black Pearl,https://pillarsofeternity.fandom.com/wiki/Black_Pearl
Blackblade's Hood,https://pillarsofeternity.fandom.com/wiki/Blackblade%27s_Hood
Blackened Plate Armor,https://pillarsofeternity.fandom.com/wiki/Blackened_Plate_Armor
Blackened Plate Helm,https://pillarsofeternity.fandom.com/wiki/Blackened_Plate_Helm
Blackwood Hull,https://pillarsofeternity.fandom.com/wiki/Blackwood_Hull
Blackwood Log,https://pillarsofeternity.fandom.com/wiki/Blackwood_Log
Blade of the Endless Paths (Deadfire),https://pillarsofeternity.fandom.com/wiki/Blade_of_the_Endless_Paths_(Deadfire)
Blessed Incense,https://pillarsofeternity.fandom.com/wiki/Blessed_Incense
Blight Lantern,https://pillarsofeternity.fandom.com/wiki/Blight_Lantern
Blightheart,https://pillarsofeternity.fandom.com/wiki/Blightheart
Blinky,https://pillarsofeternity.fandom.com/wiki/Blinky
Blister Bomb,https://pillarsofeternity.fandom.com/wiki/Blister_Bomb
Bloatbelly Eel,https://pillarsofeternity.fandom.com/wiki/Bloatbelly_Eel
Blood Moss (Deadfire),https://pillarsofeternity.fandom.com/wiki/Blood_Moss_(Deadfire)
Blood-soaked Correspondence,https://pillarsofeternity.fandom.com/wiki/Blood-soaked_Correspondence
Blood-soaked Grimoire (Deadfire),https://pillarsofeternity.fandom.com/wiki/Blood-soaked_Grimoire_(Deadfire)
Bloodied Ceremonial Obsidian Knife,https://pillarsofeternity.fandom.com/wiki/Bloodied_Ceremonial_Obsidian_Knife
Bloody Note,https://pillarsofeternity.fandom.com/wiki/Bloody_Note
Blue Cape,https://pillarsofeternity.fandom.com/wiki/Blue_Cape
Blunderbuss (Deadfire),https://pillarsofeternity.fandom.com/wiki/Blunderbuss_(Deadfire)
Blunting Belt (Deadfire),https://pillarsofeternity.fandom.com/wiki/Blunting_Belt_(Deadfire)
Boiler Room Key,https://pillarsofeternity.fandom.com/wiki/Boiler_Room_Key
Boltcatchers,https://pillarsofeternity.fandom.com/wiki/Boltcatchers
Bone Setter's Torc,https://pillarsofeternity.fandom.com/wiki/Bone_Setter%27s_Torc
Boneframe Hull,https://pillarsofeternity.fandom.com/wiki/Boneframe_Hull
Bonnie,https://pillarsofeternity.fandom.com/wiki/Bonnie
Book of Storms,https://pillarsofeternity.fandom.com/wiki/Book_of_Storms
Boots of Evasion (Deadfire),https://pillarsofeternity.fandom.com/wiki/Boots_of_Evasion_(Deadfire)
Boots of Speed (Deadfire),https://pillarsofeternity.fandom.com/wiki/Boots_of_Speed_(Deadfire)
Boots of Stability (Deadfire),https://pillarsofeternity.fandom.com/wiki/Boots_of_Stability_(Deadfire)
Boots of Stealth (Deadfire),https://pillarsofeternity.fandom.com/wiki/Boots_of_Stealth_(Deadfire)
Boots of the Stone,https://pillarsofeternity.fandom.com/wiki/Boots_of_the_Stone
Boots of the White,https://pillarsofeternity.fandom.com/wiki/Boots_of_the_White
Boras,https://pillarsofeternity.fandom.com/wiki/Boras
Bounding Boots,https://pillarsofeternity.fandom.com/wiki/Bounding_Boots
Bracers of Greater Deflection,https://pillarsofeternity.fandom.com/wiki/Bracers_of_Greater_Deflection
Brass Key,https://pillarsofeternity.fandom.com/wiki/Brass_Key
Brawler's Grimoire,https://pillarsofeternity.fandom.com/wiki/Brawler%27s_Grimoire
Breastplate (Citzal's Enchanted Armory),https://pillarsofeternity.fandom.com/wiki/Breastplate_(Citzal%27s_Enchanted_Armory)
Breastplate (Deadfire),https://pillarsofeternity.fandom.com/wiki/Breastplate_(Deadfire)
Brew Battered Ysae,https://pillarsofeternity.fandom.com/wiki/Brew_Battered_Ysae
Brigandine (Deadfire),https://pillarsofeternity.fandom.com/wiki/Brigandine_(Deadfire)
Broad-brimmed Hat,https://pillarsofeternity.fandom.com/wiki/Broad-brimmed_Hat
Broken Armor,https://pillarsofeternity.fandom.com/wiki/Broken_Armor
Broken Shield,https://pillarsofeternity.fandom.com/wiki/Broken_Shield
Broken Weapon,https://pillarsofeternity.fandom.com/wiki/Broken_Weapon
Bronlar's Phalanx,https://pillarsofeternity.fandom.com/wiki/Bronlar%27s_Phalanx
Brooch of Inevitable Winter,https://pillarsofeternity.fandom.com/wiki/Brooch_of_Inevitable_Winter
Broodmother's Pike,https://pillarsofeternity.fandom.com/wiki/Broodmother%27s_Pike
Brown Cape,https://pillarsofeternity.fandom.com/wiki/Brown_Cape
Brutish Blood,https://pillarsofeternity.fandom.com/wiki/Brutish_Blood
Bubble the Cat,https://pillarsofeternity.fandom.com/wiki/Bubble_the_Cat
Bubbling Chalice,https://pillarsofeternity.fandom.com/wiki/Bubbling_Chalice
Burden,https://pillarsofeternity.fandom.com/wiki/Burden
Burglar's Gloves,https://pillarsofeternity.fandom.com/wiki/Burglar%27s_Gloves
Burned Book of Law,https://pillarsofeternity.fandom.com/wiki/Burned_Book_of_Law
Burning Ground Trap,https://pillarsofeternity.fandom.com/wiki/Burning_Ground_Trap
Cabalist's Gambeson,https://pillarsofeternity.fandom.com/wiki/Cabalist%27s_Gambeson
Cadhu Scalth,https://pillarsofeternity.fandom.com/wiki/Cadhu_Scalth
Caedebald's Blackbow (Deadfire weapon),https://pillarsofeternity.fandom.com/wiki/Caedebald%27s_Blackbow_(Deadfire_weapon)
Cajux,https://pillarsofeternity.fandom.com/wiki/Cajux
Caltrops Trap,https://pillarsofeternity.fandom.com/wiki/Caltrops_Trap
Candied Nuts,https://pillarsofeternity.fandom.com/wiki/Candied_Nuts
Cannon Shot,https://pillarsofeternity.fandom.com/wiki/Cannon_Shot
Cap of the Laughingstock,https://pillarsofeternity.fandom.com/wiki/Cap_of_the_Laughingstock
Cape (Deadfire),https://pillarsofeternity.fandom.com/wiki/Cape_(Deadfire)
Cape of the Falling Star,https://pillarsofeternity.fandom.com/wiki/Cape_of_the_Falling_Star
Captain Henqua's Treasure Map,https://pillarsofeternity.fandom.com/wiki/Captain_Henqua%27s_Treasure_Map
Captain Thaenic's Key,https://pillarsofeternity.fandom.com/wiki/Captain_Thaenic%27s_Key
Captain's Banquet,https://pillarsofeternity.fandom.com/wiki/Captain%27s_Banquet
Captain's Quarters,https://pillarsofeternity.fandom.com/wiki/Captain%27s_Quarters
Carapace,https://pillarsofeternity.fandom.com/wiki/Carapace
,https://pillarsofeternity.fandom.com/wiki/Category:Beast_of_Winter_items
Beast of Winter items,https://pillarsofeternity.fandom.com/wiki/Category:Beast_of_Winter_items
,https://pillarsofeternity.fandom.com/wiki/Category:Deck_of_Many_Things_Pack_items
Deck of Many Things Pack items,https://pillarsofeternity.fandom.com/wiki/Category:Deck_of_Many_Things_Pack_items
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_accessories
Pillars of Eternity II: Deadfire accessories,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_accessories
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_armor
Pillars of Eternity II: Deadfire armor,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_armor
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_consumables
Pillars of Eternity II: Deadfire consumables,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_consumables
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_grimoires
Pillars of Eternity II: Deadfire grimoires,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_grimoires
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_ingredients
Pillars of Eternity II: Deadfire ingredients,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_ingredients
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_items_by_slot
Pillars of Eternity II: Deadfire items by slot,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_items_by_slot
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_other_items
Pillars of Eternity II: Deadfire other items,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_other_items
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_shields
Pillars of Eternity II: Deadfire shields,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_shields
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_ship_upgrades
Pillars of Eternity II: Deadfire ship upgrades,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_ship_upgrades
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_soulbound_items
Pillars of Eternity II: Deadfire soulbound items,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_soulbound_items
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_unique_items
Pillars of Eternity II: Deadfire unique items,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_unique_items
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_weapons
Pillars of Eternity II: Deadfire weapons,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_weapons
,"https://pillarsofeternity.fandom.com/wiki/Category:Seeker,_Slayer,_Survivor_items"
"Seeker, Slayer, Survivor items","https://pillarsofeternity.fandom.com/wiki/Category:Seeker,_Slayer,_Survivor_items"
,https://pillarsofeternity.fandom.com/wiki/Category:The_Forgotten_Sanctum_items
The Forgotten Sanctum items,https://pillarsofeternity.fandom.com/wiki/Category:The_Forgotten_Sanctum_items
Carefully Scribed Note,https://pillarsofeternity.fandom.com/wiki/Carefully_Scribed_Note
Caretaker Robes,https://pillarsofeternity.fandom.com/wiki/Caretaker_Robes
Cartographer's Key,https://pillarsofeternity.fandom.com/wiki/Cartographer%27s_Key
Carvel Hull,https://pillarsofeternity.fandom.com/wiki/Carvel_Hull
Casità Samelia's Legacy,https://pillarsofeternity.fandom.com/wiki/Casit%C3%A0_Samelia%27s_Legacy
Casquetel Helm,https://pillarsofeternity.fandom.com/wiki/Casquetel_Helm
Catalog Record: Bekarna's Celestial Grimoire,https://pillarsofeternity.fandom.com/wiki/Catalog_Record:_Bekarna%27s_Celestial_Grimoire
Catalog Record: Illuminated Manuscript,https://pillarsofeternity.fandom.com/wiki/Catalog_Record:_Illuminated_Manuscript
Catalog Record: Incantations of the Hand,https://pillarsofeternity.fandom.com/wiki/Catalog_Record:_Incantations_of_the_Hand
Catalog Record: Maintenance Log - Flesh Construct Controller,https://pillarsofeternity.fandom.com/wiki/Catalog_Record:_Maintenance_Log_-_Flesh_Construct_Controller
Catalog Record: Memoirs of Heldr,https://pillarsofeternity.fandom.com/wiki/Catalog_Record:_Memoirs_of_Heldr
Catalog Record: Warden Contract,https://pillarsofeternity.fandom.com/wiki/Catalog_Record:_Warden_Contract
Cauldron Shard,https://pillarsofeternity.fandom.com/wiki/Cauldron_Shard
Cave Coral (Deadfire),https://pillarsofeternity.fandom.com/wiki/Cave_Coral_(Deadfire)
Celestial Agitator,https://pillarsofeternity.fandom.com/wiki/Celestial_Agitator
Celestial Grimoire,https://pillarsofeternity.fandom.com/wiki/Celestial_Grimoire
Cell Key (Pāhowane),https://pillarsofeternity.fandom.com/wiki/Cell_Key_(P%C4%81howane)
Ceremonial Obsidian Knife,https://pillarsofeternity.fandom.com/wiki/Ceremonial_Obsidian_Knife
Chain of Rightful Authority,https://pillarsofeternity.fandom.com/wiki/Chain_of_Rightful_Authority
Chameleon's Touch,https://pillarsofeternity.fandom.com/wiki/Chameleon%27s_Touch
Champion's Cape,https://pillarsofeternity.fandom.com/wiki/Champion%27s_Cape
Champion's Helm,https://pillarsofeternity.fandom.com/wiki/Champion%27s_Helm
