Ability Name,URL
Arkemyr's Wondrous Torment (Priest of Wael),https://pillarsofeternity.fandom.com/wiki/Arkemyr%27s_Wondrous_Torment_(Priest_of_Wael)
Arkemyr's Wondrous Torment (Trickster),https://pillarsofeternity.fandom.com/wiki/Arkemyr%27s_Wondrous_Torment_(Trickster)
Arterial Strike,https://pillarsofeternity.fandom.com/wiki/Arterial_Strike
Aspect of Galawain,https://pillarsofeternity.fandom.com/wiki/Aspect_of_Galawain
"At the Sound of His Voice, the Killers Froze Stiff (Deadfire)","https://pillarsofeternity.fandom.com/wiki/At_the_Sound_of_His_Voice,_the_Killers_Froze_Stiff_(Deadfire)"
Attractive Force,https://pillarsofeternity.fandom.com/wiki/Attractive_Force
Autumn's Decay (Deadfire),https://pillarsofeternity.fandom.com/wiki/Autumn%27s_Decay_(Deadfire)
Avenging Storm (Deadfire),https://pillarsofeternity.fandom.com/wiki/Avenging_Storm_(Deadfire)
Awe of Death's Herald,https://pillarsofeternity.fandom.com/wiki/Awe_of_Death%27s_Herald
Ball Lightning,https://pillarsofeternity.fandom.com/wiki/Ball_Lightning
Barbaric Blow (Deadfire),https://pillarsofeternity.fandom.com/wiki/Barbaric_Blow_(Deadfire)
Barbaric Roar,https://pillarsofeternity.fandom.com/wiki/Barbaric_Roar
Barbaric Shout (Deadfire),https://pillarsofeternity.fandom.com/wiki/Barbaric_Shout_(Deadfire)
Barbaric Smash,https://pillarsofeternity.fandom.com/wiki/Barbaric_Smash
Barbaric Yell (Deadfire),https://pillarsofeternity.fandom.com/wiki/Barbaric_Yell_(Deadfire)
Barbs of Condemnation (Deadfire),https://pillarsofeternity.fandom.com/wiki/Barbs_of_Condemnation_(Deadfire)
Barring Death's Door (Deadfire),https://pillarsofeternity.fandom.com/wiki/Barring_Death%27s_Door_(Deadfire)
Battering Claws,https://pillarsofeternity.fandom.com/wiki/Battering_Claws
Bear Claw Trap (ability),https://pillarsofeternity.fandom.com/wiki/Bear_Claw_Trap_(ability)
Bear Claw Trap (hazard),https://pillarsofeternity.fandom.com/wiki/Bear_Claw_Trap_(hazard)
Bear Companion (Ghost Heart),https://pillarsofeternity.fandom.com/wiki/Bear_Companion_(Ghost_Heart)
Beast's Claw,https://pillarsofeternity.fandom.com/wiki/Beast%27s_Claw
Beetle Shell (Deadfire ability),https://pillarsofeternity.fandom.com/wiki/Beetle_Shell_(Deadfire_ability)
Bekarna's Midnight Daydream,https://pillarsofeternity.fandom.com/wiki/Bekarna%27s_Midnight_Daydream
Bell-Ringer,https://pillarsofeternity.fandom.com/wiki/Bell-Ringer
Ben Fidel's Neck Was Exposed,https://pillarsofeternity.fandom.com/wiki/Ben_Fidel%27s_Neck_Was_Exposed
Berath's Cleansing Radiance,https://pillarsofeternity.fandom.com/wiki/Berath%27s_Cleansing_Radiance
Bewildering Spectacle (Deadfire),https://pillarsofeternity.fandom.com/wiki/Bewildering_Spectacle_(Deadfire)
Bile Spew,https://pillarsofeternity.fandom.com/wiki/Bile_Spew
Binding Burst,https://pillarsofeternity.fandom.com/wiki/Binding_Burst
Binding Roots (Deadfire),https://pillarsofeternity.fandom.com/wiki/Binding_Roots_(Deadfire)
Binding Web (Deadfire),https://pillarsofeternity.fandom.com/wiki/Binding_Web_(Deadfire)
Blade Turning,https://pillarsofeternity.fandom.com/wiki/Blade_Turning
Bladed Sweep,https://pillarsofeternity.fandom.com/wiki/Bladed_Sweep
Blast (Fire Titan),https://pillarsofeternity.fandom.com/wiki/Blast_(Fire_Titan)
Blast of Frost (Deadfire),https://pillarsofeternity.fandom.com/wiki/Blast_of_Frost_(Deadfire)
Blast of Frost (Priest of Rymrgand),https://pillarsofeternity.fandom.com/wiki/Blast_of_Frost_(Priest_of_Rymrgand)
Blast of Frost (Watershaper),https://pillarsofeternity.fandom.com/wiki/Blast_of_Frost_(Watershaper)
Blazing Fury,https://pillarsofeternity.fandom.com/wiki/Blazing_Fury
Blazing Grasp,https://pillarsofeternity.fandom.com/wiki/Blazing_Grasp
Blazing Staff,https://pillarsofeternity.fandom.com/wiki/Blazing_Staff
Blazing Wind,https://pillarsofeternity.fandom.com/wiki/Blazing_Wind
Blessed Harvest,https://pillarsofeternity.fandom.com/wiki/Blessed_Harvest
Blessing (Deadfire),https://pillarsofeternity.fandom.com/wiki/Blessing_(Deadfire)
Blessing of the Shattered Realms,https://pillarsofeternity.fandom.com/wiki/Blessing_of_the_Shattered_Realms
Blessing of the Watershapers,https://pillarsofeternity.fandom.com/wiki/Blessing_of_the_Watershapers
Blessing of Wael,https://pillarsofeternity.fandom.com/wiki/Blessing_of_Wael
Blighted Shot,https://pillarsofeternity.fandom.com/wiki/Blighted_Shot
Blinding Strike (Deadfire),https://pillarsofeternity.fandom.com/wiki/Blinding_Strike_(Deadfire)
Blizzard (Deadfire),https://pillarsofeternity.fandom.com/wiki/Blizzard_(Deadfire)
Blizzard (Priest of Rymrgand),https://pillarsofeternity.fandom.com/wiki/Blizzard_(Priest_of_Rymrgand)
Blood Frenzy,https://pillarsofeternity.fandom.com/wiki/Blood_Frenzy
Blood Frenzy (Berserker),https://pillarsofeternity.fandom.com/wiki/Blood_Frenzy_(Berserker)
Blood Sacrifice,https://pillarsofeternity.fandom.com/wiki/Blood_Sacrifice
Blood Storm,https://pillarsofeternity.fandom.com/wiki/Blood_Storm
Blood Storm (Berserker),https://pillarsofeternity.fandom.com/wiki/Blood_Storm_(Berserker)
Bludgeoning Sweep,https://pillarsofeternity.fandom.com/wiki/Bludgeoning_Sweep
Boar Companion (Ghost Heart),https://pillarsofeternity.fandom.com/wiki/Boar_Companion_(Ghost_Heart)
Boar's Charge,https://pillarsofeternity.fandom.com/wiki/Boar%27s_Charge
Body Attunement (Deadfire),https://pillarsofeternity.fandom.com/wiki/Body_Attunement_(Deadfire)
Boil Their Flesh From Skin to Bone (Deadfire),https://pillarsofeternity.fandom.com/wiki/Boil_Their_Flesh_From_Skin_to_Bone_(Deadfire)
Boiling Spray (Deadfire),https://pillarsofeternity.fandom.com/wiki/Boiling_Spray_(Deadfire)
Bolt,https://pillarsofeternity.fandom.com/wiki/Bolt
Bonded Fury,https://pillarsofeternity.fandom.com/wiki/Bonded_Fury
Borrowed Instinct (Deadfire),https://pillarsofeternity.fandom.com/wiki/Borrowed_Instinct_(Deadfire)
Bottom's Up,https://pillarsofeternity.fandom.com/wiki/Bottom%27s_Up
Brand Enemy,https://pillarsofeternity.fandom.com/wiki/Brand_Enemy
Brand Enemy (Goldpact Knights),https://pillarsofeternity.fandom.com/wiki/Brand_Enemy_(Goldpact_Knights)
Break the Bell,https://pillarsofeternity.fandom.com/wiki/Break_the_Bell
Breath of Blackfire,https://pillarsofeternity.fandom.com/wiki/Breath_of_Blackfire
Breath of Flames,https://pillarsofeternity.fandom.com/wiki/Breath_of_Flames
Breath of the Void,https://pillarsofeternity.fandom.com/wiki/Breath_of_the_Void
Brutal Cleave,https://pillarsofeternity.fandom.com/wiki/Brutal_Cleave
Brutal Strike,https://pillarsofeternity.fandom.com/wiki/Brutal_Strike
Brutal Takedown (Deadfire),https://pillarsofeternity.fandom.com/wiki/Brutal_Takedown_(Deadfire)
Bulwark Against The Elements (Deadfire),https://pillarsofeternity.fandom.com/wiki/Bulwark_Against_The_Elements_(Deadfire)
Buried Alive,https://pillarsofeternity.fandom.com/wiki/Buried_Alive
Burn Research Notes,https://pillarsofeternity.fandom.com/wiki/Burn_Research_Notes
Burning Ground Trap (ability),https://pillarsofeternity.fandom.com/wiki/Burning_Ground_Trap_(ability)
Burning Leap,https://pillarsofeternity.fandom.com/wiki/Burning_Leap
Burning Oil (Amphora),https://pillarsofeternity.fandom.com/wiki/Burning_Oil_(Amphora)
Burning Oil (Lamp Oil Barrel),https://pillarsofeternity.fandom.com/wiki/Burning_Oil_(Lamp_Oil_Barrel)
Burning Oil (Lamp Oil),https://pillarsofeternity.fandom.com/wiki/Burning_Oil_(Lamp_Oil)
Burning Veins,https://pillarsofeternity.fandom.com/wiki/Burning_Veins
Burning Wind,https://pillarsofeternity.fandom.com/wiki/Burning_Wind
Burrow,https://pillarsofeternity.fandom.com/wiki/Burrow
Burst of Summer Flame (Deadfire),https://pillarsofeternity.fandom.com/wiki/Burst_of_Summer_Flame_(Deadfire)
"But Reny Daret's Ghost, He Would not Rest (Beckoner)","https://pillarsofeternity.fandom.com/wiki/But_Reny_Daret%27s_Ghost,_He_Would_not_Rest_(Beckoner)"
"But Reny Daret's Ghost, He Would not Rest (Deadfire)","https://pillarsofeternity.fandom.com/wiki/But_Reny_Daret%27s_Ghost,_He_Would_not_Rest_(Deadfire)"
Caedebald's Blackbow (Deadfire),https://pillarsofeternity.fandom.com/wiki/Caedebald%27s_Blackbow_(Deadfire)
Call Arc Grubs,https://pillarsofeternity.fandom.com/wiki/Call_Arc_Grubs
Call for Aid,https://pillarsofeternity.fandom.com/wiki/Call_for_Aid
Call Grubs,https://pillarsofeternity.fandom.com/wiki/Call_Grubs
Call of Rymrgand,https://pillarsofeternity.fandom.com/wiki/Call_of_Rymrgand
Call the Clutch,https://pillarsofeternity.fandom.com/wiki/Call_the_Clutch
Call the Restless,https://pillarsofeternity.fandom.com/wiki/Call_the_Restless
Call the Sounder,https://pillarsofeternity.fandom.com/wiki/Call_the_Sounder
Call the Veil,https://pillarsofeternity.fandom.com/wiki/Call_the_Veil
Call to Rymrgand,https://pillarsofeternity.fandom.com/wiki/Call_to_Rymrgand
Call to Slumber (Deadfire),https://pillarsofeternity.fandom.com/wiki/Call_to_Slumber_(Deadfire)
Call to the Primordials (Deadfire),https://pillarsofeternity.fandom.com/wiki/Call_to_the_Primordials_(Deadfire)
Called Shot,https://pillarsofeternity.fandom.com/wiki/Called_Shot
"Called to His Bidding, the Ancient Instruments of Death (Beckoner)","https://pillarsofeternity.fandom.com/wiki/Called_to_His_Bidding,_the_Ancient_Instruments_of_Death_(Beckoner)"
"Called to His Bidding, the Ancient Instruments of Death (Deadfire)","https://pillarsofeternity.fandom.com/wiki/Called_to_His_Bidding,_the_Ancient_Instruments_of_Death_(Deadfire)"
Calling the World's Maw (Deadfire),https://pillarsofeternity.fandom.com/wiki/Calling_the_World%27s_Maw_(Deadfire)
Caltrops Trap (ability),https://pillarsofeternity.fandom.com/wiki/Caltrops_Trap_(ability)
Captain's Favor,https://pillarsofeternity.fandom.com/wiki/Captain%27s_Favor
Capture,https://pillarsofeternity.fandom.com/wiki/Capture
Cat Flurry Attack (Deadfire),https://pillarsofeternity.fandom.com/wiki/Cat_Flurry_Attack_(Deadfire)
Caustic Fire,https://pillarsofeternity.fandom.com/wiki/Caustic_Fire
Cave In,https://pillarsofeternity.fandom.com/wiki/Cave_In
Chain Breaker,https://pillarsofeternity.fandom.com/wiki/Chain_Breaker
Chain Lightning (Deadfire),https://pillarsofeternity.fandom.com/wiki/Chain_Lightning_(Deadfire)
Champion's Boon (Deadfire),https://pillarsofeternity.fandom.com/wiki/Champion%27s_Boon_(Deadfire)
Chaos Strike,https://pillarsofeternity.fandom.com/wiki/Chaos_Strike
Charge (Beast of Winter),https://pillarsofeternity.fandom.com/wiki/Charge_(Beast_of_Winter)
Charge (Deadfire),https://pillarsofeternity.fandom.com/wiki/Charge_(Deadfire)
Charge Core,https://pillarsofeternity.fandom.com/wiki/Charge_Core
Charge Helstorm,https://pillarsofeternity.fandom.com/wiki/Charge_Helstorm
Charm (ability),https://pillarsofeternity.fandom.com/wiki/Charm_(ability)
Charm Beast (Deadfire),https://pillarsofeternity.fandom.com/wiki/Charm_Beast_(Deadfire)
Charm Gaze,https://pillarsofeternity.fandom.com/wiki/Charm_Gaze
Checkmate,https://pillarsofeternity.fandom.com/wiki/Checkmate
Chill Fog (Deadfire),https://pillarsofeternity.fandom.com/wiki/Chill_Fog_(Deadfire)
Chill Fog (Watershaper),https://pillarsofeternity.fandom.com/wiki/Chill_Fog_(Watershaper)
Chilling Mist,https://pillarsofeternity.fandom.com/wiki/Chilling_Mist
Chorus of the Lost,https://pillarsofeternity.fandom.com/wiki/Chorus_of_the_Lost
Circle of Protection (Deadfire),https://pillarsofeternity.fandom.com/wiki/Circle_of_Protection_(Deadfire)
Cirono's Mercy,https://pillarsofeternity.fandom.com/wiki/Cirono%27s_Mercy
Citzal's Enchanted Armory,https://pillarsofeternity.fandom.com/wiki/Citzal%27s_Enchanted_Armory
Citzal's Martial Power (Deadfire),https://pillarsofeternity.fandom.com/wiki/Citzal%27s_Martial_Power_(Deadfire)
Citzal's Spirit Lance (Deadfire),https://pillarsofeternity.fandom.com/wiki/Citzal%27s_Spirit_Lance_(Deadfire)
Claim the Husk,https://pillarsofeternity.fandom.com/wiki/Claim_the_Husk
Claim the Will,https://pillarsofeternity.fandom.com/wiki/Claim_the_Will
Clarity of Agony (Deadfire),https://pillarsofeternity.fandom.com/wiki/Clarity_of_Agony_(Deadfire)
Clean Sweep,https://pillarsofeternity.fandom.com/wiki/Clean_Sweep
Cleansing Flame (Deadfire),https://pillarsofeternity.fandom.com/wiki/Cleansing_Flame_(Deadfire)
Cleansing Wind (Deadfire),https://pillarsofeternity.fandom.com/wiki/Cleansing_Wind_(Deadfire)
Clear Out (Deadfire),https://pillarsofeternity.fandom.com/wiki/Clear_Out_(Deadfire)
Clear Out (Tentacle),https://pillarsofeternity.fandom.com/wiki/Clear_Out_(Tentacle)
Clear the Path,https://pillarsofeternity.fandom.com/wiki/Clear_the_Path
Cleave,https://pillarsofeternity.fandom.com/wiki/Cleave
Cloak of Death,https://pillarsofeternity.fandom.com/wiki/Cloak_of_Death
Combat Frenzy,https://pillarsofeternity.fandom.com/wiki/Combat_Frenzy
Combust (Desert Spiderling),https://pillarsofeternity.fandom.com/wiki/Combust_(Desert_Spiderling)
Combusting Wounds (Deadfire),https://pillarsofeternity.fandom.com/wiki/Combusting_Wounds_(Deadfire)
Commandment of the Lost,https://pillarsofeternity.fandom.com/wiki/Commandment_of_the_Lost
Concelhaut's Corrosive Siphon (Deadfire),https://pillarsofeternity.fandom.com/wiki/Concelhaut%27s_Corrosive_Siphon_(Deadfire)
Concelhaut's Corrosive Siphon (Neriscyrlas),https://pillarsofeternity.fandom.com/wiki/Concelhaut%27s_Corrosive_Siphon_(Neriscyrlas)
Concelhaut's Corrosive Skin,https://pillarsofeternity.fandom.com/wiki/Concelhaut%27s_Corrosive_Skin
Concelhaut's Crushing Doom (Deadfire),https://pillarsofeternity.fandom.com/wiki/Concelhaut%27s_Crushing_Doom_(Deadfire)
Concelhaut's Draining Missiles (Deadfire),https://pillarsofeternity.fandom.com/wiki/Concelhaut%27s_Draining_Missiles_(Deadfire)
Concelhaut's Draining Touch (Deadfire),https://pillarsofeternity.fandom.com/wiki/Concelhaut%27s_Draining_Touch_(Deadfire)
Concelhaut's Parasitic Staff (Deadfire),https://pillarsofeternity.fandom.com/wiki/Concelhaut%27s_Parasitic_Staff_(Deadfire)
Concerted Assault,https://pillarsofeternity.fandom.com/wiki/Concerted_Assault
Concussive Blast Trap (ability),https://pillarsofeternity.fandom.com/wiki/Concussive_Blast_Trap_(ability)
Concussive Shot,https://pillarsofeternity.fandom.com/wiki/Concussive_Shot
Concussive Tranquilizer,https://pillarsofeternity.fandom.com/wiki/Concussive_Tranquilizer
Conductive Blast,https://pillarsofeternity.fandom.com/wiki/Conductive_Blast
Confounding Blind,https://pillarsofeternity.fandom.com/wiki/Confounding_Blind
Confusion (Deadfire),https://pillarsofeternity.fandom.com/wiki/Confusion_(Deadfire)
Confusion (Priest of Wael),https://pillarsofeternity.fandom.com/wiki/Confusion_(Priest_of_Wael)
Confusion (Trickster),https://pillarsofeternity.fandom.com/wiki/Confusion_(Trickster)
Conjure Blight (Deadfire),https://pillarsofeternity.fandom.com/wiki/Conjure_Blight_(Deadfire)
Conjure Familiar,https://pillarsofeternity.fandom.com/wiki/Conjure_Familiar
Conjure Greater Blight (Deadfire),https://pillarsofeternity.fandom.com/wiki/Conjure_Greater_Blight_(Deadfire)
Conjure Lesser Blight (Deadfire),https://pillarsofeternity.fandom.com/wiki/Conjure_Lesser_Blight_(Deadfire)
Consecrated Ground (Deadfire),https://pillarsofeternity.fandom.com/wiki/Consecrated_Ground_(Deadfire)
Constricting Seaweed,https://pillarsofeternity.fandom.com/wiki/Constricting_Seaweed
Constricting Vine,https://pillarsofeternity.fandom.com/wiki/Constricting_Vine
Consume,https://pillarsofeternity.fandom.com/wiki/Consume
Consume Essence,https://pillarsofeternity.fandom.com/wiki/Consume_Essence
Coordinated Positioning (Deadfire),https://pillarsofeternity.fandom.com/wiki/Coordinated_Positioning_(Deadfire)
Coral Spit,https://pillarsofeternity.fandom.com/wiki/Coral_Spit
Corrosive Breath,https://pillarsofeternity.fandom.com/wiki/Corrosive_Breath
Corrosive Breath (Adra Animat),https://pillarsofeternity.fandom.com/wiki/Corrosive_Breath_(Adra_Animat)
Corrosive Cloud,https://pillarsofeternity.fandom.com/wiki/Corrosive_Cloud
Corrosive Cloud (Baby Kraken),https://pillarsofeternity.fandom.com/wiki/Corrosive_Cloud_(Baby_Kraken)
Corrosive Cloud Trap (ability),https://pillarsofeternity.fandom.com/wiki/Corrosive_Cloud_Trap_(ability)
Corrosive Splash,https://pillarsofeternity.fandom.com/wiki/Corrosive_Splash
Corrosive Strike,https://pillarsofeternity.fandom.com/wiki/Corrosive_Strike
Corrupted Earth,https://pillarsofeternity.fandom.com/wiki/Corrupted_Earth
Corrupting Essence,https://pillarsofeternity.fandom.com/wiki/Corrupting_Essence
Crackling Bolt (Deadfire),https://pillarsofeternity.fandom.com/wiki/Crackling_Bolt_(Deadfire)
Crashing Surf,https://pillarsofeternity.fandom.com/wiki/Crashing_Surf
Crippling Strike (Deadfire),https://pillarsofeternity.fandom.com/wiki/Crippling_Strike_(Deadfire)
Crowns for the Faithful (Deadfire),https://pillarsofeternity.fandom.com/wiki/Crowns_for_the_Faithful_(Deadfire)
Cruelty of Death's Herald,https://pillarsofeternity.fandom.com/wiki/Cruelty_of_Death%27s_Herald
Crush (Cave Grub),https://pillarsofeternity.fandom.com/wiki/Crush_(Cave_Grub)
Crush (Giant Cave Grub),https://pillarsofeternity.fandom.com/wiki/Crush_(Giant_Cave_Grub)
Crush (Sand Grub),https://pillarsofeternity.fandom.com/wiki/Crush_(Sand_Grub)
Crushing Blow,https://pillarsofeternity.fandom.com/wiki/Crushing_Blow
Crushing Blow (Guardian of Ukaizo),https://pillarsofeternity.fandom.com/wiki/Crushing_Blow_(Guardian_of_Ukaizo)
Crushing Grip (Kraken Tentacle),https://pillarsofeternity.fandom.com/wiki/Crushing_Grip_(Kraken_Tentacle)
Crushing Grip (Water Whip),https://pillarsofeternity.fandom.com/wiki/Crushing_Grip_(Water_Whip)
Cry Havoc,https://pillarsofeternity.fandom.com/wiki/Cry_Havoc
Curse of Atrophy,https://pillarsofeternity.fandom.com/wiki/Curse_of_Atrophy
Curse of Blackened Sight (Deadfire),https://pillarsofeternity.fandom.com/wiki/Curse_of_Blackened_Sight_(Deadfire)
Curse of Darkness,https://pillarsofeternity.fandom.com/wiki/Curse_of_Darkness
Curse of Mortality,https://pillarsofeternity.fandom.com/wiki/Curse_of_Mortality
Curse of Nightmares,https://pillarsofeternity.fandom.com/wiki/Curse_of_Nightmares
Curse of Pain,https://pillarsofeternity.fandom.com/wiki/Curse_of_Pain
Dance of Death,https://pillarsofeternity.fandom.com/wiki/Dance_of_Death
Dancing Bolts (Deadfire),https://pillarsofeternity.fandom.com/wiki/Dancing_Bolts_(Deadfire)
Dazing Shout,https://pillarsofeternity.fandom.com/wiki/Dazing_Shout
Dazzling Lights,https://pillarsofeternity.fandom.com/wiki/Dazzling_Lights
Dazzling Mind Trap,https://pillarsofeternity.fandom.com/wiki/Dazzling_Mind_Trap
Deadly Surprise,https://pillarsofeternity.fandom.com/wiki/Deadly_Surprise
Death March,https://pillarsofeternity.fandom.com/wiki/Death_March
"Death of 1,000 Cuts","https://pillarsofeternity.fandom.com/wiki/Death_of_1,000_Cuts"
Death Ring (Deadfire),https://pillarsofeternity.fandom.com/wiki/Death_Ring_(Deadfire)
Death Ring (Priest of Rymrgand),https://pillarsofeternity.fandom.com/wiki/Death_Ring_(Priest_of_Rymrgand)
Debilitating Strike,https://pillarsofeternity.fandom.com/wiki/Debilitating_Strike
Deep Freeze,https://pillarsofeternity.fandom.com/wiki/Deep_Freeze
Deep Learning,https://pillarsofeternity.fandom.com/wiki/Deep_Learning
Defensive Mindweb (Deadfire),https://pillarsofeternity.fandom.com/wiki/Defensive_Mindweb_(Deadfire)
Delayed Fireball (Deadfire),https://pillarsofeternity.fandom.com/wiki/Delayed_Fireball_(Deadfire)
Deleterious Alacrity of Motion (Deadfire),https://pillarsofeternity.fandom.com/wiki/Deleterious_Alacrity_of_Motion_(Deadfire)
Demolish,https://pillarsofeternity.fandom.com/wiki/Demolish
Demolish (Beast of Winter),https://pillarsofeternity.fandom.com/wiki/Demolish_(Beast_of_Winter)
Despondent Blows (Deadfire),https://pillarsofeternity.fandom.com/wiki/Despondent_Blows_(Deadfire)
Detonate (Deadfire),https://pillarsofeternity.fandom.com/wiki/Detonate_(Deadfire)
Devastating Blow (Deadfire),https://pillarsofeternity.fandom.com/wiki/Devastating_Blow_(Deadfire)
Devious Shift,https://pillarsofeternity.fandom.com/wiki/Devious_Shift
Devotions for the Faithful (Deadfire),https://pillarsofeternity.fandom.com/wiki/Devotions_for_the_Faithful_(Deadfire)
Devour Essence (Death Guard),https://pillarsofeternity.fandom.com/wiki/Devour_Essence_(Death_Guard)
Devour Essence (Tyrant of Decay - Air),https://pillarsofeternity.fandom.com/wiki/Devour_Essence_(Tyrant_of_Decay_-_Air)
Devour Essence (Tyrant of Decay - Earth),https://pillarsofeternity.fandom.com/wiki/Devour_Essence_(Tyrant_of_Decay_-_Earth)
Devour Essence (Tyrant of Decay - Fire),https://pillarsofeternity.fandom.com/wiki/Devour_Essence_(Tyrant_of_Decay_-_Fire)
